成语,常用度分数
谠言直声,60.4
思断义绝,60.4
奉扬仁风,60.4
朋比为奸,60.4
千端万绪,60.4
三占从二,60.4
隋侯之珠,60.4
鸦雀无闻,60.4
应变无方,60.4
招摇撞骗,60.4
炙手可热,60.4
比翼连枝,60.3
才疏意广,60.3
村夫俗子,60.3
动之以情,60.3
断决如流,60.3
怪模怪样,60.3
华亭鹤唳,60.3
明珠暗投,60.3
清风明月,60.3
数米量柴,60.3
通商惠工,60.3
相敬如宾,60.3
逍遥自得,60.3
一呼百应,60.3
一丝不苟,60.3
纵横捭阖,60.3
稠人广座,60.2
疾足先得,60.2
力殚财竭,60.2
怒发冲冠,60.2
铅刀一割,60.2
燕雁代飞,60.2
坐失良机,60.2
别出机杼,60.1
博而寡要,60.1
狗苟蝇营,60.1
扞格不入,60.1
口腹之累,60.1
力争上游,60.1
六出奇计,60.1
明媒正娶,60.1
琼林玉树,60.1
万家生佛,60.1
燕颔虎颈,60.1
义无反顾,60.1
志美行厉,60.1
按甲休兵,60.0
不悱不发,60.0
大家闺秀,60.0
地主之谊,60.0
东海捞针,60.0
含苞欲放,60.0
回天乏术,60.0
开山祖师,60.0
怒猊渴骥,60.0
倩女离魂,60.0
失道寡助,60.0
硕学通儒,60.0
无往不利,60.0
洗心革面,60.0
一心一意,60.0
彪炳千古,59.9
独断专行,59.9
佛头加秽,59.9
歌声绕梁,59.9
尽心竭力,59.9
井中视星,59.9
落花无言,59.9
拳中掿沙,59.9
贪天之功,59.9
投传而去,59.9
万壑千岩,59.9
意气用事,59.9
长年三老,59.9
整装待发,59.9
知难而进,59.9
才高行洁,59.8
阽危之域,59.8
尔虞我诈,59.8
奉为圭臬,59.8
诡谲多变,59.8
欢呼雀跃,59.8
拿粗夹细,59.8
评头品足,59.8
人强马壮,59.8
日省月试,59.8
赏心乐事,59.8
枉口拔舌,59.8
一丝不挂,59.8
与民同乐,59.8
点铁成金,59.7
高情远致,59.7
高位厚禄,59.7
九儒十丐,59.7
能言巧辩,59.7
穷源竟委,59.7
肉薄骨并,59.7
石沉大海,59.7
五心六意,59.7
一五一十,59.7
蔽日干云,59.6
才德兼备,59.6
存亡安危,59.6
雕虫小技,59.6
恩同父母,59.6
耐人寻味,59.6
念念不忘,59.6
秋毫无犯,59.6
弹冠相庆,59.6
未老先衰,59.6
心急火燎,59.6
虚有其表,59.6
引鬼上门,59.6
油嘴滑舌,59.6
玉碎珠沉,59.6
朝齑暮盐,59.6
不远千里,59.5
踌躇满志,59.5
大节不夺,59.5
刀锯鼎镬,59.5
夺胎换骨,59.5
飞鸟依人,59.5
供不应求,59.5
孤鸾寡鹄,59.5
挥金如土,59.5
绘声绘色,59.5
家贫亲老,59.5
交头接耳,59.5
落叶知秋,59.5
前无古人,59.5
勤能补拙,59.5
三朋四友,59.5
始终不懈,59.5
双柑斗酒,59.5
天下第一,59.5
五黄六月,59.5
形形色色,59.5
一钱不值,59.5
地下修文,59.4
貂蝉满座,59.4
发指眦裂,59.4
分毫析厘,59.4
河梁之谊,59.4
精耕细作,59.4
两面三刀,59.4
穷当益坚,59.4
三班六房,59.4
十恶不赦,59.4
索然无味,59.4
挺胸凸肚,59.4
瓮中之鳖,59.4
渔夺侵牟,59.4
中流击楫,59.4
半身不遂,59.3
颠倒阴阳,59.3
刁天决地,59.3
鸿渐之仪,59.3
开宗明义,59.3
青林黑塞,59.3
如胶似漆,59.3
贪墨成风,59.3
王孙公子,59.3
文君新醮,59.3
终身大事,59.3
碍手碍脚,59.2
不愤不启,59.2
翻然悔悟,59.2
放任自流,59.2
钩爪锯牙,59.2
划一不二,59.2
累卵之危,59.2
临深履薄,59.2
巧立名目,59.2
山崩地裂,59.2
无名英雄,59.2
一干人犯,59.2
百年不遇,59.1
呼牛呼马,59.1
口中雌黄,59.1
轻重倒置,59.1
痛痒相关,59.1
小家子气,59.1
血迹斑斑,59.1
一世之雄,59.1
怨天尤人,59.1
芝兰之室,59.1
踧踖不安,59.0
斗志昂扬,59.0
杜口裹足,59.0
格杀勿论,59.0
故旧不弃,59.0
难言之隐,59.0
烹龙炮凤,59.0
虾兵蟹将,59.0
闲邪存诚,59.0
笑逐颜开,59.0
一拍即合,59.0
治病救人,59.0
博闻强记,58.9
不可胜数,58.9
鸱目虎吻,58.9
村野匹夫,58.9
低回不已,58.9
杜门绝迹,58.9
公平无私,58.9
官样文章,58.9
画地而趋,58.9
情天孽海,58.9
世外桃源,58.9
意气相得,58.9
自取灭亡,58.9
安国宁家,58.8
百年大计,58.8
博识多通,58.8
凡桃俗李,58.8
尽入彀中,58.8
庞然大物,58.8
杞人忧天,58.8
前所未有,58.8
热熬翻饼,58.8
舞文弄墨,58.8
包藏祸心,58.7
不期修古,58.7
大失人望,58.7
对症下药,58.7
割席分坐,58.7
黄垆之痛,58.7
卷帙浩繁,58.7
扭直作曲,58.7
欺公罔法,58.7
人之常情,58.7
入木三分,58.7
束手待毙,58.7
微言大义,58.7
萧墙祸起,58.7
一针见血,58.7
粘皮带骨,58.7
知难而退,58.7
妆嫫费黛,58.7
嘴甜心苦,58.7
灿烂辉煌,58.6
服低做小,58.6
衮衮诸公,58.6
回天之力,58.6
饥寒交迫,58.6
看杀卫玠,58.6
门闾之望,58.6
逆水行舟,58.6
攀龙附凤,58.6
人非木石,58.6
三纸无驴,58.6
山盟海誓,58.6
图穷匕见,58.6
万古千秋,58.6
望而生畏,58.6
欲益反损,58.6
振聋发聩,58.6
不丰不杀,58.5
长斋礼佛,58.5
沈博绝丽,58.5
冷暖自知,58.5
临财不苟,58.5
名过其实,58.5
捏一把汗,58.5
暴腮龙门,58.5
丧胆销魂,58.5
絮果兰因,58.5
言传身教,58.5
一瞑不视,58.5
一往情深,58.5
意气相投,58.5
织楚成门,58.5
舟中敌国,58.5
珠圆玉润,58.5
八荒之外,58.4
抱头鼠窜,58.4
当之有愧,58.4
饭囊衣架,58.4
父严子孝,58.4
骨鲠之臣,58.4
豪情壮志,58.4
欢天喜地,58.4
侃侃而谈,58.4
曲尽其妙,58.4
桑榆暮景,58.4
舍身求法,58.4
实逼处此,58.4
硕大无朋,58.4
偷闲躲静,58.4
万念俱灰,58.4
蜗行牛步,58.4
五角六张,58.4
仰屋著书,58.4
圆凿方枘,58.4
两相情愿,58.3
男尊女卑,58.3
千夫所指,58.3
时不我待,58.3
头上末下,58.3
吴越同舟,58.3
喜怒哀乐,58.3
一见如故,58.3
自鸣得意,58.3
便宜行事,58.2
布衣蔬食,58.2
参差错落,58.2
橙黄橘绿,58.2
待价而沽,58.2
火然泉达,58.2
六月飞霜,58.2
铁石心肠,58.2
仰不愧天,58.2
以一持万,58.2
饮马投钱,58.2
辙乱旗靡,58.2
至死不悟,58.2
奥妙无穷,58.1
差强人意,58.1
察今知古,58.1
风雨如磐,58.1
管城毛颖,58.1
户限为穿,58.1
黄袍加身,58.1
锦衣行昼,58.1
噤若寒蝉,58.1
声色俱厉,58.1
洋洋洒洒,58.1
踵事增华,58.1
超凡入圣,58.0
犯上作乱,58.0
各行其是,58.0
洪福齐天,58.0
目濡耳染,58.0
南腔北调,58.0
犬马之养,58.0
日中为市,58.0
如水赴壑,58.0
杀鸡抹脖,58.0
一体同心,58.0
郢书燕说,58.0
有案可查,58.0
庄严宝相,58.0
从一而终,57.9
灯烛辉煌,57.9
兰芝常生,57.9
牵牛下井,57.9
心花怒放,57.9
杂七杂八,57.9
捉班做势,57.9
白发苍颜,57.8
百辞莫辩,57.8
半信半疑,57.8
币重言甘,57.8
伯玉知非,57.8
断无此理,57.8
风中之烛,57.8
工力悉敌,57.8
汗不敢出,57.8
怀冤抱屈,57.8
开物成务,57.8
窥豹一斑,57.8
六根清静,57.8
龙蟠凤逸,57.8
侔色揣称,57.8
女中尧舜,57.8
蓬门筚户,57.8
求马唐肆,57.8
人面兽心,57.8
如鸟兽散,57.8
囤积居奇,57.8
溢美溢恶,57.8
有案可稽,57.8
半途而废,57.7
地狱变相,57.7
风风雨雨,57.7
父慈子孝,57.7
高世骇俗,57.7
广厦万间,57.7
胡打海摔,57.7
季孟之间,57.7
镂骨铭心,57.7
食指大动,57.7
袒裼裸裎,57.7
委曲求全,57.7
衔华佩实,57.7
献曝之忱,57.7
一代风流,57.7
皂白不分,57.7
政出多门,57.7
置水之情,57.7
箪食壶浆,57.6
短兵相接,57.6
遁名匿迹,57.6
防微杜渐,57.6
盖不由己,57.6
赫赫有名,57.6
举一废百,57.6
门户之见,57.6
穷困潦倒,57.6
任重道远,57.6
顺风吹火,57.6
顽石点头,57.6
文行出处,57.6
无动于衷,57.6
秀外慧中,57.6
游响停云,57.6
语重心长,57.6
仗势欺人,57.6
不相上下,57.5
动辄得咎,57.5
负心违愿,57.5
概莫能外,57.5
梗泛萍飘,57.5
国将不国,57.5
狡兔三窟,57.5
金题玉躞,57.5
莫余毒也,57.5
披毛索靥,57.5
网漏吞舟,57.5
遇事生风,57.5
不辞而别,57.4
不堪造就,57.4
风平波息,57.4
功成行满,57.4
管中窥豹,57.4
回嗔作喜,57.4
火烧眉毛,57.4
九世之仇,57.4
擂鼓鸣金,57.4
类聚群分,57.4
生机勃勃,57.4
拾金不昧,57.4
云龙风虎,57.4
正理平治,57.4
至死不变,57.4
村夫野老,57.3
多财善贾,57.3
额手称庆,57.3
伐性之斧,57.3
居官守法,57.3
秋毫之末,57.3
汹涌澎湃,57.3
野马无缰,57.3
一无所有,57.3
正中下怀,57.3
北面称臣,57.2
不主故常,57.2
藏怒宿怨,57.2
春蛙秋蝉,57.2
冬日夏云,57.2
凤凰在笯,57.2
冠上履下,57.2
漫无边际,57.2
梦幻泡影,57.2
明目达聪,57.2
如鱼得水,57.2
亭亭玉立,57.2
五言长城,57.2
先斩后奏,57.2
不可教训,57.1
菜蔬之色,57.1
承欢膝下,57.1
打铁趁热,57.1
独具只眼,57.1
浮花浪蕊,57.1
各有所短,57.1
古调不弹,57.1
救苦救难,57.1
恋恋不舍,57.1
蒙袂辑屦,57.1
扑朔迷离,57.1
三姑六婆,57.1
虱多不痒,57.1
天末凉风,57.1
蜩螗沸羹,57.1
帷薄不修,57.1
文君新寡,57.1
谑而不虐,57.1
倚门傍户,57.1
傲然屹立,57.0
采薪之忧,57.0
担雪塞井,57.0
倒悬之急,57.0
雕蚶镂蛤,57.0
东劳西燕,57.0
多端寡要,57.0
方底圆盖,57.0
簠簋不饬,57.0
贯朽粟陈,57.0
柳暗花明,57.0
茫无头绪,57.0
明来暗往,57.0
千辛万苦,57.0
野心勃勃,57.0
有凤来仪,57.0
伯歌季舞,56.9
大而无当,56.9
党豺为虐,56.9
度日如年,56.9
堕甑不顾,56.9
防患未然,56.9
红旗报捷,56.9
及第成名,56.9
据鞍读书,56.9
两豆塞耳,56.9
莫敢谁何,56.9
全受全归,56.9
石破天惊,56.9
堂堂正正,56.9
徒读父书,56.9
休戚与共,56.9
春风夏雨,56.8
大旱云霓,56.8
风吹雨打,56.8
刮垢磨光,56.8
虹销雨霁,56.8
坚不可摧,56.8
举措不当,56.8
屡战屡败,56.8
奇货可居,56.8
千刀万剐,56.8
食少事烦,56.8
兽聚鸟散,56.8
温润而泽,56.8
洗耳恭听,56.8
小眼薄皮,56.8
铸剑为犁,56.8
罪该万死,56.8
变生肘腋,56.7
楚弓楚得,56.7
断烂朝报,56.7
骨腾肉飞,56.7
美轮美奂,56.7
任其自然,56.7
上交不谄,56.7
挑拨离间,56.7
无边风月,56.7
栩栩如生,56.7
越俎代庖,56.7
不解之缘,56.6
不一而足,56.6
刁滑奸诈,56.6
翻然改图,56.6
裹足不前,56.6
加官进爵,56.6
手足重茧,56.6
肆无忌惮,56.6
痛改前非,56.6
一隅之见,56.6
芝艾俱焚,56.6
波澜老成,56.5
不入时宜,56.5
不甚了了,56.5
重整旗鼓,56.5
放言遣辞,56.5
飞黄腾达,56.5
坚壁清野,56.5
求神问卜,56.5
如解倒悬,56.5
特立独行,56.5
投闲置散,56.5
文不对题,56.5
五方杂处,56.5
一命呜呼,56.5
圆孔方木,56.5
著书立说,56.5
长虑顾后,56.4
臣门如市,56.4
黄卷幼妇,56.4
襟怀坦白,56.4
枯木再生,56.4
沦落风尘,56.4
视如寇仇,56.4
贪得无厌,56.4
心长发短,56.4
一塌糊涂,56.4
转败为功,56.4
抱薪救火,56.3
拨云撩雨,56.3
不足为据,56.3
低声下气,56.3
恩若再生,56.3
高悬秦镜,56.3
观往知来,56.3
胡搅蛮缠,56.3
计出无聊,56.3
离合悲欢,56.3
生齿日繁,56.3
酸文假醋,56.3
天缘凑合,56.3
吐丝自缚,56.3
无尤无怨,56.3
胸中有数,56.3
言行相诡,56.3
一丝一毫,56.3
不容置喙,56.2
称雨道晴,56.2
得意之作,56.2
东窗事发,56.2
风清月皎,56.2
贯朽粟腐,56.2
贵贱无二,56.2
祸福无常,56.2
继晷焚膏,56.2
见微知著,56.2
羯鼓催花,56.2
履薄临深,56.2
美不胜收,56.2
能不称官,56.2
全神贯注,56.2
上下交困,56.2
小试锋芒,56.2
以礼相待,56.2
尤物移人,56.2
安坐待毙,56.1
饱学之士,56.1
层出不穷,56.1
欢蹦乱跳,56.1
轻虑浅谋,56.1
喜逐颜开,56.1
小国寡民,56.1
言之有理,56.1
绠短汲深,56.0
含蓼问疾,56.0
惊喜欲狂,56.0
久悬不决,56.0
久要不忘,56.0
立木南门,56.0
七十二行,56.0
穷而后工,56.0
人取我与,56.0
失魂落魄,56.0
同舟共济,56.0
向天而唾,56.0
郁郁寡欢,56.0
镜破钗分,55.9
居不重席,55.9
料事如神,55.9
临渴穿井,55.9
仁心仁闻,55.9
筛锣擂鼓,55.9
生花之笔,55.9
雪窖冰天,55.9
湮没无闻,55.9
自言自语,55.9
不偏不倚,55.8
河东狮吼,55.8
前仰后合,55.8
如蚁附膻,55.8
五谷不分,55.8
血口喷人,55.8
鹰扬虎视,55.8
百无一用,55.7
刮肠洗胃,55.7
狐朋狗友,55.7
桀犬吠尧,55.7
精兵强将,55.7
可歌可泣,55.7
披星戴月,55.7
飘茵落溷,55.7
声气相投,55.7
升堂拜母,55.7
无所不包,55.7
出何典记,55.6
盖棺论定,55.6
借尸还魂,55.6
久居人下,55.6
如芒在背,55.6
如释重负,55.6
神道设教,55.6
噬脐莫及,55.6
痛心入骨,55.6
五短身材,55.6
心如铁石,55.6
衣钵相传,55.6
一定不易,55.6
雨淋日炙,55.6
择肥而噬,55.6
众志成城,55.6
风行草偃,55.5
狗彘不若,55.5
九转功成,55.5
倾巢而出,55.5
恃强凌弱,55.5
一人之交,55.5
欲取姑予,55.5
指桑骂槐,55.5
烛照数计,55.5
必不挠北,55.4
不服水土,55.4
耕耘树艺,55.4
顾全大局,55.4
绝少分甘,55.4
龙飞凤舞,55.4
前倨后恭,55.4
三三两两,55.4
深情厚谊,55.4
漱石枕流,55.4
水火无交,55.4
推三阻四,55.4
忘年之交,55.4
唯利是图,55.4
一塌刮子,55.4
不世之功,55.3
长驱直入,55.3
荷枪实弹,55.3
简截了当,55.3
金马玉堂,55.3
九年之蓄,55.3
量入为出,55.3
枪林弹雨,55.3
顺水人情,55.3
痛心拔脑,55.3
无所不至,55.3
宵衣旰食,55.3
遇人不淑,55.3
众人国士,55.3
傍人篱壁,55.2
不可告人,55.2
不治之症,55.2
大天白日,55.2
发蒙振聩,55.2
红衰翠减,55.2
荆棘丛生,55.2
聚米为山,55.2
妙不可言,55.2
三复斯言,55.2
事必躬亲,55.2
吞云吐雾,55.2
闻风而起,55.2
隐若敌国,55.2
迎刃而解,55.2
阅人多矣,55.2
郑卫之音,55.2
朱陈之好,55.2
不破不立,55.1
大相径庭,55.1
雕肝琢肾,55.1
发凡起例,55.1
人命关天,55.1
陶情适性,55.1
电光朝露,55.0
红叶题诗,55.0
挥戈反日,55.0
滥竽充数,55.0
扫地出门,55.0
省吃俭用,55.0
烟波钓徒,55.0
一蛇两头,55.0
珍禽奇兽,55.0
保境息民,54.9
不法常可,54.9
才识过人,54.9
川流不息,54.9
精神焕发,54.9
呕心沥血,54.9
排山压卵,54.9
平地风波,54.9
五羖大夫,54.9
一元大武,54.9
安不忘危,54.8
备多力分,54.8
标新立异,54.8
草木俱朽,54.8
冁然而笑,54.8
长命富贵,54.8
蹿房越脊,54.8
顿口拙腮,54.8
覆车之戒,54.8
鸿飞冥冥,54.8
画龙点睛,54.8
毁于一旦,54.8
极深研幾,54.8
急张拘诸,54.8
家贫如洗,54.8
励精更始,54.8
麟趾呈祥,54.8
陵谷变迁,54.8
没精打采,54.8
穷途之哭,54.8
软红香土,54.8
万马奔腾,54.8
五音六律,54.8
粤犬吠雪,54.8
债多不愁,54.8
不屑一顾,54.7
重门击柝,54.7
夫荣妻贵,54.7
骨肉相连,54.7
尽如人意,54.7
力不胜任,54.7
气壮山河,54.7
穷不失义,54.7
塞翁失马,54.7
山中宰相,54.7
亡羊得牛,54.7
为国捐躯,54.7
有脚书橱,54.7
羽翼已成,54.7
政简刑清,54.7
自作聪明,54.7
左顾右盼,54.7
抽丝剥茧,54.6
遏恶扬善,54.6
侯服玉食,54.6
将心比心,54.6
仅容旋马,54.6
面黄肌瘦,54.6
奇葩异卉,54.6
清规戒律,54.6
如出一口,54.6
杀一儆百,54.6
少年老成,54.6
小大由之,54.6
厌难折冲,54.6
一毛不拔,54.6
振臂一呼,54.6
铮铮佼佼,54.6
布衣黔首,54.5
沉吟不决,54.5
重岩叠障,54.5
聪明智慧,54.5
姑妄听之,54.5
海水群飞,54.5
烂醉如泥,54.5
卵与石斗,54.5
明赏不费,54.5
莫为已甚,54.5
五大三粗,54.5
五湖四海,54.5
引足救经,54.5
赤手空拳,54.4
典妻鬻子,54.4
今是昨非,54.4
哭丧着脸,54.4
龙吟虎啸,54.4
清音幽韵,54.4
桑中之约,54.4
手足之情,54.4
恬不知耻,54.4
同条共贯,54.4
兔死狗烹,54.4
血债累累,54.4
压肩迭背,54.4
研精覃思,54.4
犹豫不决,54.4
鼻息如雷,54.3
博学多才,54.3
不胜枚举,54.3
不肖子孙,54.3
寸量铢称,54.3
颠沛流离,54.3
法不徇情,54.3
毫厘千里,54.3
弘毅宽厚,54.3
急转直下,54.3
开国元勋,54.3
扛鼎抃牛,54.3
浪迹萍踪,54.3
泥牛入海,54.3
三人为众,54.3
崤函之固,54.3
悬鹑百结,54.3
延颈举踵,54.3
指名道姓,54.3
不忍卒读,54.2
笃实好学,54.2
端倪可察,54.2
断壁残璋,54.2
咄嗟叱咤,54.2
割臂之盟,54.2
黄雀伺蝉,54.2
惊世骇俗,54.2
求仁得仁,54.2
淑质英才,54.2
卧虎藏龙,54.2
先难后获,54.2
眼高手低,54.2
一鳞半甲,54.2
有死无二,54.2
班师回朝,54.1
半死不活,54.1
饱经风霜,54.1
惙怛伤悴,54.1
风云月露,54.1
贵耳贱目,54.1
好声好气,54.1
赫然而怒,54.1
惊鸿艳影,54.1
千山万壑,54.1
如此而已,54.1
入主出奴,54.1
万里长征,54.1
一丁不识,54.1
一龙一蛇,54.1
长亭短亭,54.0
蹉跎日月,54.0
断织劝学,54.0
恍如梦境,54.0
靡颜腻理,54.0
千里莼羹,54.0
鼠窃狗盗,54.0
旭日东升,54.0
言不由衷,54.0
以貌取人,54.0
饮恨吞声,54.0
与民除害,54.0
出口入耳,53.9
纷乱如麻,53.9
觥筹交错,53.9
花街柳巷,53.9
假以辞色,53.9
量才录用,53.9
迷离惝恍,53.9
敲诈勒索,53.9
融会贯通,53.9
徒劳往返,53.9
网开三面,53.9
朝升暮合,53.9
并日而食,53.8
重见天日,53.8
垂范百世,53.8
春回大地,53.8
斧钺之诛,53.8
缓不济急,53.8
剪发杜门,53.8
绝代佳人,53.8
铺眉蒙眼,53.8
所向无敌,53.8
招风惹草,53.8
筚路蓝缕,53.7
残茶剩饭,53.7
宠辱不惊,53.7
匪石匪席,53.7
古稀之年,53.7
横生枝节,53.7
决胜千里,53.7
可有可无,53.7
毛骨悚然,53.7
暮鼓晨钟,53.7
目挑心招,53.7
千秋万岁,53.7
雀屏中选,53.7
草率从事,53.6
代人受过,53.6
遁入空门,53.6
红豆相思,53.6
龙驹凤雏,53.6
谋为不轨,53.6
南阮北阮,53.6
钳口不言,53.6
杂乱无章,53.6
宝马香车,53.5
不卑不亢,53.5
齿牙余论,53.5
出口伤人,53.5
绰约多姿,53.5
大势已去,53.5
丁公凿井,53.5
放虎自卫,53.5
花甲之年,53.5
江山如故,53.5
惊弓之鸟,53.5
鲸吸牛饮,53.5
连绵不绝,53.5
路不拾遗,53.5
眉睫之祸,53.5
舒眉展眼,53.5
威风凛凛,53.5
委肉虎蹊,53.5
卸磨杀驴,53.5
一言难尽,53.5
只言片语,53.5
彼众我寡,53.4
立功赎罪,53.4
眉飞色舞,53.4
群蚁附膻,53.4
人死留名,53.4
文武双全,53.4
哑口无言,53.4
兵荒马乱,53.3
屏声息气,53.3
处之泰然,53.3
大吹大擂,53.3
风尘碌碌,53.3
风流潇洒,53.3
何罪之有,53.3
浑浑噩噩,53.3
积甲山齐,53.3
龙血玄黄,53.3
书缺有间,53.3
无稽之谈,53.3
油腔滑调,53.3
斩尽杀绝,53.3
足食足兵,53.3
寸有所长,53.2
扶墙摸壁,53.2
各为其主,53.2
积德累功,53.2
骄傲自满,53.2
竭尽全力,53.2
经国之才,53.2
决一死战,53.2
口吐珠玑,53.2
默默无闻,53.2
蓬赖麻直,53.2
全知全能,53.2
添枝加叶,53.2
逶迤退食,53.2
瓮天之见,53.2
一匡天下,53.2
诛求无已,53.2
白鱼入舟,53.1
呆里撒奸,53.1
胆裂魂飞,53.1
断简残编,53.1
福过灾生,53.1
福善祸淫,53.1
拂袖而去,53.1
辅世长民,53.1
花遮柳隐,53.1
黄金铸象,53.1
驴鸣犬吠,53.1
暖衣饱食,53.1
弱不禁风,53.1
色仁行违,53.1
霜露之病,53.1
水天一色,53.1
天寒地冻,53.1
馨香祷祝,53.1
悬心吊胆,53.1
血流漂杵,53.1
足音跫然,53.1
不可多得,53.0
持禄养交,53.0
抽抽搭搭,53.0
顿口无言,53.0
公私兼顾,53.0
鬼哭狼嚎,53.0
怀敌附远,53.0
黄台之瓜,53.0
浑金璞玉,53.0
击节叹赏,53.0
口出大言,53.0
为小失大,53.0
信而好古,53.0
靴刀誓死,53.0
一诺千金,53.0
以身试法,53.0
羽毛丰满,53.0
指日可下,53.0
负气斗狠,52.9
父为子隐,52.9
恭行天罚,52.9
怀着鬼胎,52.9
混为一谈,52.9
满坑满谷,52.9
事倍功半,52.9
四书五经,52.9
停滞不前,52.9
无独有偶,52.9
一挥而就,52.9
一日万机,52.9
引虎自卫,52.9
至死靡它,52.9
背城借一,52.8
附赘悬疣,52.8
沆瀣一气,52.8
近水楼台,52.8
人多手杂,52.8
死心塌地,52.8
位极人臣,52.8
向火乞儿,52.8
一无长物,52.8
由衷之言,52.8
有天没日,52.8
别开生面,52.7
不言而喻,52.7
大刀阔斧,52.7
过目成诵,52.7
昊天罔极,52.7
后福无量,52.7
击碎唾壶,52.7
经纬万端,52.7
炼石补天,52.7
寥寥无几,52.7
杀敌致果,52.7
耸入云霄,52.7
徒劳无益,52.7
兴趣盎然,52.7
衣不完采,52.7
饮灰洗胃,52.7
左辅右弼,52.7
拔山盖世,52.6
不胜杯杓,52.6
大谋不谋,52.6
风雨不测,52.6
钩辀格磔,52.6
急于事功,52.6
借风使船,52.6
筋疲力尽,52.6
居心不良,52.6
利市三倍,52.6
平心而论,52.6
戎马倥偬,52.6
无家可归,52.6
罪魁祸首,52.6
逋逃之臣,52.5
当着不着,52.5
砥行立名,52.5
耳后生风,52.5
风不鸣条,52.5
腹背受敌,52.5
虎背熊腰,52.5
精雕细刻,52.5
开国元老,52.5
荦荦大端,52.5
弃书捐剑,52.5
钦差大臣,52.5
曲里拐弯,52.5
上下同门,52.5
生发未燥,52.5
一无所得,52.5
朝不保夕,52.5
坐卧不安,52.5
备位充数,52.4
伯埙仲篪,52.4
不能自已,52.4
得月较先,52.4
风刀霜剑,52.4
铭肌镂骨,52.4
盘根究底,52.4
千里犹面,52.4
情投意合,52.4
生龙活虎,52.4
手高手低,52.4
西窗剪烛,52.4
乡壁虚造,52.4
一发破的,52.4
自始至终,52.4
残缺不全,52.3
反水不收,52.3
抚绥万方,52.3
古是今非,52.3
故入人罪,52.3
旧调重弹,52.3
美中不足,52.3
乌焉成马,52.3
一丝两气,52.3
寅支卯粮,52.3
惭凫企鹤,52.2
大显神通,52.2
淡然处之,52.2
东跑西颠,52.2
二三其意,52.2
分道扬镳,52.2
后会无期,52.2
鸡犬桑麻,52.2
节用裕民,52.2
无计可施,52.2
案牍劳形,52.1
炳烛夜游,52.1
超尘拔俗,52.1
斗转星移,52.1
度德量力,52.1
孤鸿寡鹄,52.1
告老还家,52.1
合浦珠还,52.1
口诵心惟,52.1
其味无穷,52.1
琼浆玉液,52.1
太丘道广,52.1
问寒问暖,52.1
郁郁不乐,52.1
摧锋陷阵,52.0
鉴往知来,52.0
泾渭不分,52.0
屈高就下,52.0
视丹如绿,52.0
水软山温,52.0
文恬武嬉,52.0
虚位以待,52.0
张三李四,52.0
遵时养晦,52.0
安常处顺,51.9
大动干戈,51.9
倒戈卸甲,51.9
洞察秋毫,51.9
短褐不完,51.9
改操易节,51.9
和衣而卧,51.9
老弱残兵,51.9
力竭声嘶,51.9
聊表寸心,51.9
强聒不舍,51.9
由博返约,51.9
圆首方足,51.9
自掘坟墓,51.9
彪形大汉,51.8
逞凶肆虐,51.8
东鳞西爪,51.8
欢喜冤家,51.8
